"hurdle_sample_typepoor_not_brain...sample_typegood_not_brain.logFC","hurdle_sample_typepoor_not_brain...sample_typegood_not_brain.fisherPval","hurdle_sample_typepoor_not_brain...sample_typegood_not_brain.fisherAdjPval"
-0.795545147652272,0.0159913915787542,0.573577420893306
0.346094280492281,0.923222394530938,1
NA,0.999999999999999,1
NA,0.999999999999998,1
NA,0.479424225633285,1
NA,0.188672697232572,1
0.560423298344952,0.36056221070316,1
0.0928630667453678,0.757617377033686,1
-0.56512636112302,0.257265591342146,1
NA,0.479424225633286,1
1.04664102172787,0.253985251203955,1
-0.166360171773283,0.9478128266525,1
0.467212071500812,0.697099998824491,1
NA,0.999999999999999,1
NA,1,1
0.559228070234957,0.561701159527446,1
-0.482570836326887,0.667845413568718,1
0.52830971872039,0.420456304565456,1
0.101817694845928,0.75758668144672,1
0.180554432741619,0.892014415141561,1
NA,0.240146642783626,1
0.695352324072959,0.402015442577922,1
-0.742813196871076,0.401482971869848,1
-0.2419517886268,0.945082915525035,1
-0.537788389431134,0.52393790378408,1
0.0167150228061712,0.976917029353506,1
NA,0.479424225633285,1
0.863435738321052,0.0581031451048316,0.895133860065928
1.76364557661549,0.267581501295613,1
-0.852110293257153,0.470302615989757,1
0.343100211918216,0.870422485212154,1
-0.0750120776797381,0.907834018567427,1
NA,0.271799129659214,1
NA,0.621812761331991,1
0.13749934118714,0.772244002448628,1
0.246416375907229,0.245341609628779,1
NA,0.418354903039953,1
0.373478142815057,0.64658230264783,1
1.06309186961766,0.40002410604041,1
0.221605633458925,0.750917301530575,1
-0.0298001025029452,0.884857280809768,1
-0.843144877458546,0.147202036294292,1
NA,0.999999999999999,1
3.67359967621258,1.10065642774869e-11,5.68402517679842e-08
1.28978432236067,0.0333677227829078,0.764780185745324
NA,0.240146642783627,1
NA,0.479424225633285,1
NA,1,1
0.307882279863305,0.52735363697447,1
NA,0.479424225633285,1
1.57747943716915,0.284857749633187,1
NA,0.999999999999999,1
NA,1,1
-1.24374975175691,0.0532665549748958,0.886697020045873
NA,0.999999999999999,1
0.408501215184635,0.315091671323152,1
0.239087450995895,0.822953056320311,1
0.154747104899725,0.945087804136644,1
NA,0.334889661696946,1
NA,0.240146642783627,1
-0.175166539599638,0.89040519179642,1
-1.87943646920475,0.338744831946006,1
