"","logFC","pval","adjPval","negLogAdjPval","significant"
"ABCB6_HUMAN",0.216599664809838,0.657405922568872,0.838168488100986,0.076668670990975,FALSE
"ABCB7_HUMAN",-0.465414002518013,0.269783693700025,0.553031168724063,0.257250391256953,FALSE
"ABCD3_HUMAN",-0.194075483999394,0.385590931381355,0.661472921230328,0.179487929860388,FALSE
"ABCE1_HUMAN",1.01737355741948,0.00314604990445398,0.0603431774625226,1.21937182511715,FALSE
"ABCF1_HUMAN",1.48956772889452,0.000333428768622457,0.0237991616161013,1.62343834176341,FALSE
"ABCF2_HUMAN",0.407474487422006,0.105469168473721,0.339403369944258,0.469283849876534,FALSE
"ABCF3_HUMAN",0.16837624781992,0.56183053191019,0.777809264208892,0.109126888430986,FALSE
"ABD12_HUMAN",0.983595056173158,0.259744131874537,0.542403320830205,0.265677660192213,FALSE
"ABHD6_HUMAN",0.265159731499674,0.622825537802475,0.818940957499157,0.0867474080767374,FALSE
"ABHDA_HUMAN",-0.197747960195284,0.409279726733086,0.67628232645004,0.16987196201354,FALSE
"ABHDB_HUMAN",0.230389279039054,0.348939515640554,0.629570206396849,0.200955832592456,FALSE
"ABHEB_HUMAN",0.44606525792593,0.142523314605343,0.395252555281315,0.403125313701921,FALSE
"ABHGA_HUMAN",0.0669989639379429,0.853847884166771,0.944046137039645,0.0250067805196223,FALSE
"ABI1_HUMAN",-0.145607240376509,0.841193958555805,0.937195111451375,0.0281699854135611,FALSE
"ABI1_HUMAN;ABI2_HUMAN",0.00263852959734931,0.991202497979839,0.995776575035583,0.00183809442172061,FALSE
"ABI2_HUMAN",-0.569614788068225,0.105737158818432,0.339512971604315,0.469143628191856,FALSE
"ABLM1_HUMAN",-0.142231884660101,0.69251710414886,0.854146326923874,0.0684677223650019,FALSE
"ABLM2_HUMAN",0.044941273445595,0.837955443387517,0.93512437504868,0.0291306224910717,FALSE
"ABLM3_HUMAN",-0.509757232683828,0.361565993456499,0.640851432863881,0.193242640318643,FALSE
"ABR_HUMAN",-0.300406844920251,0.297940471752334,0.583025983824568,0.234312089528871,FALSE
"ABR_HUMAN;BCR_HUMAN",-0.756868127520795,0.0208979934380045,0.147710817254987,0.830587698986446,FALSE
"ACACA_HUMAN",0.00660000750809302,0.966814160333971,0.988830143319493,0.00487830309892122,FALSE
